"time","sineVoltage.i","capacitor.i","inductor.i","resistor.i"
0.00816,0.275675208457675,-0.275675208457675,-0.275675208457675,-0.275675208457675
0.008262,0.3872311828801279,-0.3872311828801279,-0.3872311828801279,-0.3872311828801279
0.008364,0.499734085491611,-0.499734085491611,-0.499734085491611,-0.499734085491611
0.008466,0.612979854787169,-0.612979854787169,-0.612979854787169,-0.612979854787169
0.008568,0.7267620170023874,-0.7267620170023874,-0.7267620170023874,-0.7267620170023874
0.00867,0.8408725678900433,-0.8408725678900433,-0.8408725678900433,-0.8408725678900433
0.008772,0.9551013980584783,-0.9551013980584783,-0.9551013980584783,-0.9551013980584783
0.008874,1.069238055941996,-1.069238055941996,-1.069238055941996,-1.069238055941996
0.008976,1.183071077232288,-1.183071077232288,-1.183071077232288,-1.183071077232288
0.009078,1.296388426621436,-1.296388426621436,-1.296388426621436,-1.296388426621436
0.00918,1.408979296818135,-1.408979296818135,-1.408979296818135,-1.408979296818135
0.009282,1.520631776680307,-1.520631776680307,-1.520631776680307,-1.520631776680307
0.009384,1.631136406580745,-1.631136406580745,-1.631136406580745,-1.631136406580745
0.009486,1.740284537260315,-1.740284537260315,-1.740284537260315,-1.740284537260315
0.009588,1.847867796695839,-1.847867796695839,-1.847867796695839,-1.847867796695839
0.00969,1.953682260080341,-1.953682260080341,-1.953682260080341,-1.953682260080341
0.009792,2.057525292223446,-2.057525292223446,-2.057525292223446,-2.057525292223446
0.009894,2.159197720037575,-2.159197720037575,-2.159197720037575,-2.159197720037575
0.009996,2.258503409504947,-2.258503409504947,-2.258503409504947,-2.258503409504947
0.010098,2.355249043828421,-2.355249043828421,-2.355249043828421,-2.355249043828421
0.0102,2.449246261902121,-2.449246261902121,-2.449246261902121,-2.449246261902121
0.010302,2.540309874261139,-2.540309874261139,-2.540309874261139,-2.540309874261139
0.010404,2.628259992057918,-2.628259992057918,-2.628259992057918,-2.628259992057918
0.010506,2.712922337731545,-2.712922337731545,-2.712922337731545,-2.712922337731545
0.010608,2.794126116549084,-2.794126116549084,-2.794126116549084,-2.794126116549084
0.01071,2.871708707149919,-2.871708707149919,-2.871708707149919,-2.871708707149919
0.010812,2.945510989096042,-2.945510989096042,-2.945510989096042,-2.945510989096042
0.010914,3.015380216801603,-3.015380216801603,-3.015380216801603,-3.015380216801603
0.011016,3.081171926524538,-3.081171926524538,-3.081171926524538,-3.081171926524538
0.011118,3.142746976809998,-3.142746976809998,-3.142746976809998,-3.142746976809998
0.01122,3.199974095133578,-3.199974095133578,-3.199974095133578,-3.199974095133578
0.011322,3.252728501909028,-3.252728501909028,-3.252728501909028,-3.252728501909028
0.011424,3.300892472796403,-3.300892472796403,-3.300892472796403,-3.300892472796403
0.011526,3.344356826044058,-3.344356826044058,-3.344356826044058,-3.344356826044058
0.011628,3.383018712738785,-3.383018712738785,-3.383018712738785,-3.383018712738785
0.01173,3.416784982241258,-3.416784982241258,-3.416784982241258,-3.416784982241258
0.011832,3.445569989123613,-3.445569989123613,-3.445569989123613,-3.445569989123613
0.011934,3.469295416564199,-3.469295416564199,-3.469295416564199,-3.469295416564199
0.012036,3.487893468925724,-3.487893468925724,-3.487893468925724,-3.487893468925724
0.012138,3.501303665475082,-3.501303665475082,-3.501303665475082,-3.501303665475082
0.01224,3.509474906756375,-3.509474906756375,-3.509474906756375,-3.509474906756375
0.012342,3.512364577509415,-3.512364577509415,-3.512364577509415,-3.512364577509415
0.012444,3.509938250712419,-3.509938250712419,-3.509938250712419,-3.509938250712419
0.012546,3.502171577397371,-3.502171577397371,-3.502171577397371,-3.502171577397371
0.012648,3.489047882690027,-3.489047882690027,-3.489047882690027,-3.489047882690027
0.01275,3.470560495670503,-3.470560495670503,-3.470560495670503,-3.470560495670503
0.012852,3.446712144852027,-3.446712144852027,-3.446712144852027,-3.446712144852027
0.012954,3.41751287521105,-3.41751287521105,-3.41751287521105,-3.41751287521105
0.013056,3.382984555911307,-3.382984555911307,-3.382984555911307,-3.382984555911307
0.013158,3.343155190904453,-3.343155190904453,-3.343155190904453,-3.343155190904453
0.01326,3.298063037362626,-3.298063037362626,-3.298063037362626,-3.298063037362626
0.013362,3.247756895607218,-3.247756895607218,-3.247756895607218,-3.247756895607218
0.013464,3.192289703187016,-3.192289703187016,-3.192289703187016,-3.192289703187016
0.013566,3.131729479878353,-3.131729479878353,-3.131729479878353,-3.131729479878353
0.013668,3.066147583507608,-3.066147583507608,-3.066147583507608,-3.066147583507608
0.01377,2.995623769232477,-2.995623769232477,-2.995623769232477,-2.995623769232477
0.013872,2.920250849564944,-2.920250849564944,-2.920250849564944,-2.920250849564944
0.013974,2.840128178176537,-2.840128178176537,-2.840128178176537,-2.840128178176537
0.014076,2.755362433340106,-2.755362433340106,-2.755362433340106,-2.755362433340106
0.014178,2.666068807695515,-2.666068807695515,-2.666068807695515,-2.666068807695515
0.01428,2.572368176825794,-2.572368176825794,-2.572368176825794,-2.572368176825794
0.014382,2.474389653894553,-2.474389653894553,-2.474389653894553,-2.474389653894553
0.014484,2.372270607133698,-2.372270607133698,-2.372270607133698,-2.372270607133698
0.014586,2.266155759682996,-2.266155759682996,-2.266155759682996,-2.266155759682996
0.014688,2.15619659341351,-2.15619659341351,-2.15619659341351,-2.15619659341351
0.01479,2.042551130171368,-2.042551130171368,-2.042551130171368,-2.042551130171368
0.014892,1.925383530640105,-1.925383530640105,-1.925383530640105,-1.925383530640105
0.014994,1.804863675400289,-1.804863675400289,-1.804863675400289,-1.804863675400289
0.015096,1.681167502795212,-1.681167502795212,-1.681167502795212,-1.681167502795212
0.015198,1.554476230087128,-1.554476230087128,-1.554476230087128,-1.554476230087128
0.0153,1.424976904240224,-1.424976904240224,-1.424976904240224,-1.424976904240224
0.015402,1.29286162132476,-1.29286162132476,-1.29286162132476,-1.29286162132476
0.015504,1.158326920237894,-1.158326920237894,-1.158326920237894,-1.158326920237894
0.015606,1.021574130377101,-1.021574130377101,-1.021574130377101,-1.021574130377101
0.015708,0.8828080080204438,-0.8828080080204438,-0.8828080080204438,-0.8828080080204438
0.01581,0.742237256983029,-0.742237256983029,-0.742237256983029,-0.742237256983029
0.015912,0.6000737190987753,-0.6000737190987753,-0.6000737190987753,-0.6000737190987753
0.016014,0.4565322114176805,-0.4565322114176805,-0.4565322114176805,-0.4565322114176805
0.016116,0.3118303750987244,-0.3118303750987244,-0.3118303750987244,-0.3118303750987244
0.016218,0.1661880735148383,-0.1661880735148383,-0.1661880735148383,-0.1661880735148383
0.01632,0.01982726865672299,-0.01982726865672299,-0.01982726865672299,-0.01982726865672299
0.016422,-0.1270284966660835,0.1270284966660835,0.1270284966660835,0.1270284966660835
0.016524,-0.274154442710376,0.274154442710376,0.274154442710376,0.274154442710376
0.016626,-0.4213248938990449,0.4213248938990449,0.4213248938990449,0.4213248938990449
0.016728,-0.5683137083019888,0.5683137083019888,0.5683137083019888,0.5683137083019888
0.01683,-0.714894548109246,0.714894548109246,0.714894548109246,0.714894548109246
0.016932,-0.8608413181122808,0.8608413181122808,0.8608413181122808,0.8608413181122808
0.017034,-1.005928430523244,1.005928430523244,1.005928430523244,1.005928430523244
0.017136,-1.149931234073466,1.149931234073466,1.149931234073466,1.149931234073466
0.017238,-1.292626336529572,1.292626336529572,1.292626336529572,1.292626336529572
0.01734,-1.433791962568554,1.433791962568554,1.433791962568554,1.433791962568554
0.017442,-1.573208346375661,1.573208346375661,1.573208346375661,1.573208346375661
0.017544,-1.710658050410051,1.710658050410051,1.710658050410051,1.710658050410051
0.017646,-1.845926326911941,1.845926326911941,1.845926326911941,1.845926326911941
0.017748,-1.978801476770253,1.978801476770253,1.978801476770253,1.978801476770253
0.01785,-2.109075133653282,2.109075133653282,2.109075133653282,2.109075133653282
0.017952,-2.236542663741232,2.236542663741232,2.236542663741232,2.236542663741232
0.018054,-2.36100341509549,2.36100341509549,2.36100341509549,2.36100341509549
0.018156,-2.482261107601908,2.482261107601908,2.482261107601908,2.482261107601908
0.018258,-2.60012408933006,2.60012408933006,2.60012408933006,2.60012408933006
0.01836,-2.714405688026359,2.714405688026359,2.714405688026359,2.714405688026359
0.018462,-2.824924475595819,2.824924475595819,2.824924475595819,2.824924475595819
0.018564,-2.93150458123105,2.93150458123105,2.93150458123105,2.93150458123105
0.018666,-3.033975956580276,3.033975956580276,3.033975956580276,3.033975956580276
0.018768,-3.132174648250198,3.132174648250198,3.132174648250198,3.132174648250198
0.01887,-3.225943072106958,3.225943072106958,3.225943072106958,3.225943072106958
0.018972,-3.315130230365758,3.315130230365758,3.315130230365758,3.315130230365758
0.019074,-3.399592011377368,3.399592011377368,3.399592011377368,3.399592011377368
0.019176,-3.479191331841597,3.479191331841597,3.479191331841597,3.479191331841597
0.019278,-3.553798474961517,3.553798474961517,3.553798474961517,3.553798474961517
0.01938,-3.62329115379191,3.62329115379191,3.62329115379191,3.62329115379191
0.019482,-3.687554868717668,3.687554868717668,3.687554868717668,3.687554868717668
0.019584,-3.746482918767211,3.746482918767211,3.746482918767211,3.746482918767211
0.019686,-3.799976749648315,3.799976749648315,3.799976749648315,3.799976749648315
0.019788,-3.847945934357852,3.847945934357852,3.847945934357852,3.847945934357852
0.01989,-3.890308495286891,3.890308495286891,3.890308495286891,3.890308495286891
0.019992,-3.926990865090224,3.926990865090224,3.926990865090224,3.926990865090224
0.020094,-3.957928171783299,3.957928171783299,3.957928171783299,3.957928171783299
0.020196,-3.983064188399162,3.983064188399162,3.983064188399162,3.983064188399162
0.020298,-4.002351571460301,4.002351571460301,4.002351571460301,4.002351571460301
0.0204,-4.015751807284529,4.015751807284529,4.015751807284529,4.015751807284529
0.020502,-4.023235394096127,4.023235394096127,4.023235394096127,4.023235394096127
0.020604,-4.024781794728282,4.024781794728282,4.024781794728282,4.024781794728282
0.020706,-4.020379550856843,4.020379550856843,4.020379550856843,4.020379550856843
0.020808,-4.010026254053898,4.010026254053898,4.010026254053898,4.010026254053898
0.02091,-3.993728579281126,3.993728579281126,3.993728579281126,3.993728579281126
0.021012,-3.971502287211981,3.971502287211981,3.971502287211981,3.971502287211981
0.021114,-3.943372163783389,3.943372163783389,3.943372163783389,3.943372163783389
0.021216,-3.909372067047875,3.909372067047875,3.909372067047875,3.909372067047875
0.021318,-3.869544759592636,3.869544759592636,3.869544759592636,3.869544759592636
0.02142,-3.823942009131021,3.823942009131021,3.823942009131021,3.823942009131021
0.021522,-3.772624322716828,3.772624322716828,3.772624322716828,3.772624322716828
0.021624,-3.715661067441991,3.715661067441991,3.715661067441991,3.715661067441991
0.021726,-3.653130154851659,3.653130154851659,3.653130154851659,3.653130154851659
0.021828,-3.585118137921794,3.585118137921794,3.585118137921794,3.585118137921794
0.02193,-3.511719878153665,3.511719878153665,3.511719878153665,3.511719878153665
0.022032,-3.433038601876934,3.433038601876934,3.433038601876934,3.433038601876934
0.022134,-3.349185559730211,3.349185559730211,3.349185559730211,3.349185559730211
0.022236,-3.260280036438485,3.260280036438485,3.260280036438485,3.260280036438485
0.022338,-3.166449010407144,3.166449010407144,3.166449010407144,3.166449010407144
0.02244,-3.067827111262245,3.067827111262245,3.067827111262245,3.067827111262245
0.022542,-2.96455628737173,2.96455628737173,2.96455628737173,2.96455628737173
0.022644,-2.856785705795932,2.856785705795932,2.856785705795932,2.856785705795932
0.022746,-2.744671435296806,2.744671435296806,2.744671435296806,2.744671435296806
0.022848,-2.62837628406248,2.62837628406248,2.62837628406248,2.62837628406248
0.02295,-2.508069505117074,2.508069505117074,2.508069505117074,2.508069505117074
0.023052,-2.383926568264866,2.383926568264866,2.383926568264866,2.383926568264866
0.023154,-2.256128893807937,2.256128893807937,2.256128893807937,2.256128893807937
0.023256,-2.124863556579574,2.124863556579574,2.124863556579574,2.124863556579574
0.023358,-1.990323052509054,1.990323052509054,1.990323052509054,1.990323052509054
0.02346,-1.85270493440455,1.85270493440455,1.85270493440455,1.85270493440455
0.023562,-1.712211611778952,1.712211611778952,1.712211611778952,1.712211611778952
0.023664,-1.569049931968419,1.569049931968419,1.569049931968419,1.569049931968419
0.023766,-1.423430988775681,1.423430988775681,1.423430988775681,1.423430988775681
0.023868,-1.275569684470804,1.275569684470804,1.275569684470804,1.275569684470804
0.02397,-1.12568451852364,1.12568451852364,1.12568451852364,1.12568451852364
0.024072,-0.9739971538049425,0.9739971538049425,0.9739971538049425,0.9739971538049425
0.024174,-0.8207321767475827,0.8207321767475827,0.8207321767475827,0.8207321767475827
0.024276,-0.6661166734541678,0.6661166734541678,0.6661166734541678,0.6661166734541678
0.024378,-0.5103799617751664,0.5103799617751664,0.5103799617751664,0.5103799617751664
0.02448,-0.3537531803442457,0.3537531803442457,0.3537531803442457,0.3537531803442457
0.024582,-0.1964689943642971,0.1964689943642971,0.1964689943642971,0.1964689943642971
0.024684,-0.03876119923362812,0.03876119923362812,0.03876119923362812,0.03876119923362812
0.024786,0.1191355965945227,-0.1191355965945227,-0.1191355965945227,-0.1191355965945227
0.024888,0.2769863533865837,-0.2769863533865837,-0.2769863533865837,-0.2769863533865837
0.02499,0.4345559349856266,-0.4345559349856266,-0.4345559349856266,-0.4345559349856266
0.025092,0.5916094779255374,-0.5916094779255374,-0.5916094779255374,-0.5916094779255374
0.025194,0.7479127366856156,-0.7479127366856156,-0.7479127366856156,-0.7479127366856156
0.025296,0.9032324443164745,-0.9032324443164745,-0.9032324443164745,-0.9032324443164745
0.025398,1.057336658409481,-1.057336658409481,-1.057336658409481,-1.057336658409481
0.0255,1.209995119913789,-1.209995119913789,-1.209995119913789,-1.209995119913789
0.025602,1.360979587535029,-1.360979587535029,-1.360979587535029,-1.360979587535029
0.025704,1.510064203511029,-1.510064203511029,-1.510064203511029,-1.510064203511029
0.025806,1.65702580469951,-1.65702580469951,-1.65702580469951,-1.65702580469951
0.025908,1.801644299424287,-1.801644299424287,-1.801644299424287,-1.801644299424287
0.02601,1.943702951813512,-1.943702951813512,-1.943702951813512,-1.943702951813512
0.026112,2.082988764511486,-2.082988764511486,-2.082988764511486,-2.082988764511486
0.026214,2.219292739388099,-2.219292739388099,-2.219292739388099,-2.219292739388099
0.026316,2.352410259587988,-2.352410259587988,-2.352410259587988,-2.352410259587988
0.026418,2.482141328713221,-2.482141328713221,-2.482141328713221,-2.482141328713221
0.02652,2.608290945797072,-2.608290945797072,-2.608290945797072,-2.608290945797072
0.026622,2.730669326451131,-2.730669326451131,-2.730669326451131,-2.730669326451131
0.026724,2.849092262733444,-2.849092262733444,-2.849092262733444,-2.849092262733444
0.026826,2.963381331603992,-2.963381331603992,-2.963381331603992,-2.963381331603992
0.026928,3.073364229930557,-3.073364229930557,-3.073364229930557,-3.073364229930557
0.02703,3.17887497756466,-3.17887497756466,-3.17887497756466,-3.17887497756466
0.027132,3.279754215923368,-3.279754215923368,-3.279754215923368,-3.279754215923368
0.027234,3.37584941504701,-3.37584941504701,-3.37584941504701,-3.37584941504701
0.027336,3.467015122347458,-3.467015122347458,-3.467015122347458,-3.467015122347458
0.027438,3.553113185098691,-3.553113185098691,-3.553113185098691,-3.553113185098691
0.02754,3.634012934093762,-3.634012934093762,-3.634012934093762,-3.634012934093762
0.027642,3.70959143510382,-3.70959143510382,-3.70959143510382,-3.70959143510382
0.027744,3.779733590383927,-3.779733590383927,-3.779733590383927,-3.779733590383927
0.027846,3.844332431965065,-3.844332431965065,-3.844332431965065,-3.844332431965065
0.027948,3.903289135741021,-3.903289135741021,-3.903289135741021,-3.903289135741021
0.02805,3.956513342966468,-3.956513342966468,-3.956513342966468,-3.956513342966468
0.028152,4.003923114179495,-4.003923114179495,-4.003923114179495,-4.003923114179495
0.028254,4.045445241692645,-4.045445241692645,-4.045445241692645,-4.045445241692645
0.028356,4.081015174500542,-4.081015174500542,-4.081015174500542,-4.081015174500542
0.028458,4.110577302106214,-4.110577302106214,-4.110577302106214,-4.110577302106214
0.02856,4.134084859327465,-4.134084859327465,-4.134084859327465,-4.134084859327465
0.028662,4.151500173203053,-4.151500173203053,-4.151500173203053,-4.151500173203053
0.028764,4.162794555421622,-4.162794555421622,-4.162794555421622,-4.162794555421622
0.028866,4.167948503117938,-4.167948503117938,-4.167948503117938,-4.167948503117938
0.028968,4.16695158785378,-4.16695158785378,-4.16695158785378,-4.16695158785378
0.02907,4.159802600292999,-4.159802600292999,-4.159802600292999,-4.159802600292999
0.029172,4.146509445738494,-4.146509445738494,-4.146509445738494,-4.146509445738494
0.029274,4.127089222010274,-4.127089222010274,-4.127089222010274,-4.127089222010274
0.029376,4.10156813243962,-4.10156813243962,-4.10156813243962,-4.10156813243962
0.029478,4.069981485812563,-4.069981485812563,-4.069981485812563,-4.069981485812563
0.02958,4.032373638392741,-4.032373638392741,-4.032373638392741,-4.032373638392741
0.029682,3.988797904581207,-3.988797904581207,-3.988797904581207,-3.988797904581207
0.029784,3.939316539933684,-3.939316539933684,-3.939316539933684,-3.939316539933684
0.029886,3.884000551274321,-3.884000551274321,-3.884000551274321,-3.884000551274321
0.029988,3.822929730002286,-3.822929730002286,-3.822929730002286,-3.822929730002286
0.03009,3.75619236452321,-3.75619236452321,-3.75619236452321,-3.75619236452321
0.030192,3.683885303854116,-3.683885303854116,-3.683885303854116,-3.683885303854116
0.030294,3.606113611407764,-3.606113611407764,-3.606113611407764,-3.606113611407764
0.030396,3.522990611979353,-3.522990611979353,-3.522990611979353,-3.522990611979353
0.030498,3.434637528753111,-3.434637528753111,-3.434637528753111,-3.434637528753111
0.0306,3.341183491891233,-3.341183491891233,-3.341183491891233,-3.341183491891233
0.030702,3.242765169179993,-3.242765169179993,-3.242765169179993,-3.242765169179993
0.030804,3.139526731217907,-3.139526731217907,-3.139526731217907,-3.139526731217907
0.030906,3.031619482871863,-3.031619482871863,-3.031619482871863,-3.031619482871863
0.031008,2.91920178036858,-2.91920178036858,-2.91920178036858,-2.91920178036858
0.03111,2.802438670564008,-2.802438670564008,-2.802438670564008,-2.802438670564008
0.031212,2.681501755811686,-2.681501755811686,-2.681501755811686,-2.681501755811686
0.031314,2.556568847588031,-2.556568847588031,-2.556568847588031,-2.556568847588031
0.031416,2.427823775873785,-2.427823775873785,-2.427823775873785,-2.427823775873785
0.031518,2.295456062892979,-2.295456062892979,-2.295456062892979,-2.295456062892979
0.03162,2.159660674926956,-2.159660674926956,-2.159660674926956,-2.159660674926956
0.031722,2.020637720788432,-2.020637720788432,-2.020637720788432,-2.020637720788432
0.031824,1.878592145515677,-1.878592145515677,-1.878592145515677,-1.878592145515677
0.031926,1.733733456692259,-1.733733456692259,-1.733733456692259,-1.733733456692259
0.032028,1.586275361361008,-1.586275361361008,-1.586275361361008,-1.586275361361008
0.03213,1.436435520191164,-1.436435520191164,-1.436435520191164,-1.436435520191164
0.032232,1.284435137249315,-1.284435137249315,-1.284435137249315,-1.284435137249315
0.032334,1.130498727066416,-1.130498727066416,-1.130498727066416,-1.130498727066416
0.032436,0.9748536845480128,-0.9748536845480128,-0.9748536845480128,-0.9748536845480128
0.032538,0.8177300376774075,-0.8177300376774075,-0.8177300376774075,-0.8177300376774075
0.03264,0.6593600234752931,-0.6593600234752931,-0.6593600234752931,-0.6593600234752931
0.032742,0.4999778162932539,-0.4999778162932539,-0.4999778162932539,-0.4999778162932539
0.032844,0.339819115270369,-0.339819115270369,-0.339819115270369,-0.339819115270369
0.032946,0.1791208494615484,-0.1791208494615484,-0.1791208494615484,-0.1791208494615484
0.033048,0.01812077905482249,-0.01812077905482249,-0.01812077905482249,-0.01812077905482249
0.03315,-0.1429428200797349,0.1429428200797349,0.1429428200797349,0.1429428200797349
0.033252,-0.3038315405664049,0.3038315405664049,0.3038315405664049,0.3038315405664049
0.033354,-0.464307175377506,0.464307175377506,0.464307175377506,0.464307175377506
0.033456,-0.6241320882506791,0.6241320882506791,0.6241320882506791,0.6241320882506791
0.033558,-0.7830695559288228,0.7830695559288228,0.7830695559288228,0.7830695559288228
0.03366,-0.940884127628911,0.940884127628911,0.940884127628911,0.940884127628911
0.033762,-1.097341969571153,1.097341969571153,1.097341969571153,1.097341969571153
0.033864,-1.252211218533638,1.252211218533638,1.252211218533638,1.252211218533638
0.033966,-1.405262318265692,1.405262318265692,1.405262318265692,1.405262318265692
0.034068,-1.556268374628882,1.556268374628882,1.556268374628882,1.556268374628882
0.03417,-1.705005470974722,1.705005470974722,1.705005470974722,1.705005470974722
0.034272,-1.851253034444542,1.851253034444542,1.851253034444542,1.851253034444542
0.034374,-1.994794117762589,1.994794117762589,1.994794117762589,1.994794117762589
0.034476,-2.135415781427213,2.135415781427213,2.135415781427213,2.135415781427213
0.034578,-2.272909340568982,2.272909340568982,2.272909340568982,2.272909340568982
0.03468,-2.407070752507667,2.407070752507667,2.407070752507667,2.407070752507667
0.034782,-2.53770083780557,2.53770083780557,2.53770083780557,2.53770083780557
0.034884,-2.664605663597634,2.664605663597634,2.664605663597634,2.664605663597634
0.034986,-2.787596742000297,2.787596742000297,2.787596742000297,2.787596742000297
0.035088,-2.90649140259646,2.90649140259646,2.90649140259646,2.90649140259646
0.03519,-3.021112972147519,3.021112972147519,3.021112972147519,3.021112972147519
0.035292,-3.131291128073108,3.131291128073108,3.131291128073108,3.131291128073108
0.035394,-3.236862065201039,3.236862065201039,3.236862065201039,3.236862065201039
0.035496,-3.337668820455269,3.337668820455269,3.337668820455269,3.337668820455269
0.035598,-3.433561434254087,3.433561434254087,3.433561434254087,3.433561434254087
